TRAVELER_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM_NP,VISIT_AREA_NM,VISIT_AREA_TYPE_CD,X_COORD,Y_COORD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION
a000317,a_a000317,6,제주밥상,제주밥상,RES,126.4919038,33.48275409,3,2,2
a000317,a_a000317,7,이중섭미술관,이중섭미술관,TOU,126.564888,33.24590378,5,5,5
a000317,a_a000317,13,쌍둥이횟집,쌍둥이횟집,RES,126.5629275,33.24656772,1,1,1
a000317,a_a000317,15,천제연폭포,천제연폭포,TOU,126.4183754,33.25267658,5,5,5
a000317,a_a000317,16,돈내코계곡,돈내코계곡,TOU,126.5819685,33.30041347,4,5,5
a000317,a_a000317,17,협재해수욕장,협재해수욕장,TOU,126.2391575,33.39386608,4,4,4
a000317,a_a000317,18,만강촌옛날칼국수,만강촌옛날칼국수,RES,126.4759795,33.48926219,5,5,5
a002368,a_a002368,11,인천 청석루,인천 청석루,RES,126.4719716,33.50889441,5,4,4
a002976,a_a002976,5,제주김만복 본점,제주김만복 본점,RES,126.5089219,33.4970354,5,5,5
a002976,a_a002976,6,함덕해수욕장,함덕해수욕장,TOU,126.6692389,33.54306157,5,5,5
a002976,a_a002976,8,제주옹기정원 야원,제주옹기정원 야원,RES,126.6650563,33.46950161,5,5,5
a002976,a_a002976,9,사려니숲길,사려니숲길,TOU,126.6264973,33.42203283,5,5,5
a002976,a_a002976,10,산굼부리,산굼부리,TOU,126.693832,33.43257409,5,5,5
a002976,a_a002976,19,천지연폭포,천지연폭포,TOU,126.5545223,33.24721232,5,5,5
a002976,a_a002976,20,60빈스,60빈스,RES,126.5366647,33.2415209,5,5,5
a002976,a_a002976,21,한라산1100고지,한라산1100고지,TOU,126.4622197,33.35807817,4,4,4
a002976,a_a002976,22,꿀봉,꿀봉,RES,126.2963305,33.35903401,4,3,4
a002976,a_a002976,23,새별오름,새별오름,TOU,126.3577307,33.36627759,5,5,5
a002976,a_a002976,25,하갈비,하갈비,RES,126.3089829,33.46433159,5,5,5
a002976,a_a002976,26,제주동문시장,제주동문시장,TOU,126.5283034,33.51278396,5,5,5
a003218,a_a003218,6,자매국수 본점,자매국수 본점,RES,126.5170077,33.51681563,3,2,3
a003218,a_a003218,7,너와의첫여행,너와의첫여행,RES,126.3845398,33.45063789,4,4,4
a003218,a_a003218,10,원조제원깡통숯불구이,원조제원깡통숯불구이,RES,126.4894832,33.48819878,5,5,5
a003218,a_a003218,12,수산봉,수산봉,TOU,126.3845559,33.47301361,4,4,4
a003218,a_a003218,14,명월국민학교,명월국민학교,RES,126.2648717,33.38873775,4,3,4
a003218,a_a003218,15,새별오름,새별오름,TOU,126.3577307,33.36627759,4,2,3
a003218,a_a003218,17,신창풍차해안도로,신창풍차해안도로,TOU,126.174206,33.34308103,4,4,4
a003218,a_a003218,19,바다보는날,바다보는날,RES,126.3780147,33.48390819,4,3,4
a003218,a_a003218,20,양떼목장,양떼목장,TOU,126.3654582,33.41097982,1,2,1
a003218,a_a003218,21,미스틱3도,미스틱3도,RES,126.4875563,33.44994698,5,4,5
a003218,a_a003218,23,제주동문시장,제주동문시장,TOU,126.5283034,33.51278396,5,5,5
a003416,a_a003416,7,부일부대찌개,부일부대찌개,RES,126.492769,33.50707896,4,3,3
a003610,a_a003610,6,차이나타운 황제의계단,차이나타운 황제의계단,TOU,126.4919433,33.49072072,4,3,1
a003788,a_a003788,6,흑돼지거리,흑돼지거리,TOU,126.5268014,33.51545776,5,4,4
a003788,a_a003788,7,돈향기,돈향기,RES,126.5270319,33.51581928,5,5,4
a003788,a_a003788,11,바이크제주,바이크제주,TOU,126.5042857,33.50842386,3,3,3
a003788,a_a003788,13,용두암,용두암,TOU,126.5119571,33.51611062,4,2,2
a003788,a_a003788,14,제주동문시장,제주동문시장,TOU,126.5283034,33.51278396,5,3,4
a003788,a_a003788,15,이호테우해수욕장,이호테우해수욕장,TOU,126.4526908,33.4973768,5,5,4
a003788,a_a003788,17,노을리카페,노을리카페,RES,126.3727352,33.47985059,1,4,5
a003788,a_a003788,19,잇칸시타,잇칸시타,RES,126.3702399,33.47706737,5,5,5
a003788,a_a003788,22,장안사,장안사,TOU,126.4686788,33.50633966,5,3,3
a003788,a_a003788,23,바이크제주,바이크제주,TOU,126.5042857,33.50842386,3,2,3
a004595,a_a004595,4,제주동문시장,제주동문시장,TOU,126.5283034,33.51278396,4,3,4
a004595,a_a004595,11,제주국담,제주국담,RES,126.4947017,33.48858982,5,5,5
a004869,a_a004869,4,전등사,전등사,TOU,126.1998178,33.36493014,5,5,5
a006450,a_a006450,2,풍년식당,풍년식당,RES,126.3060327,33.24972016,2,1,1
a006450,a_a006450,3,대룡시장,대룡시장,TOU,126.5182933,33.25463201,3,2,3
a006450,a_a006450,6,화개산전망대,화개산전망대,TOU,126.2949908,33.25481888,4,3,3
a007125,a_a007125,4,새별오름,새별오름,TOU,126.3577307,33.36627759,4,3,4
a007125,a_a007125,5,금자매식당,금자매식당,RES,126.1764373,33.30584383,5,5,5
a007125,a_a007125,7,송악산,송악산,TOU,126.2897914,33.19908294,5,5,5
a007125,a_a007125,9,우수미회센터,우수미회센터,RES,126.4898721,33.47729832,3,3,3
a007125,a_a007125,12,탐모라,탐모라,RES,126.5045475,33.49948654,5,5,5
a007125,a_a007125,21,델문도,델문도,RES,126.668724,33.54370934,4,4,4
a007875,a_a007875,6,소무의도,소무의도,TOU,126.492769,33.50707896,4,4,4
a011544,a_a011544,3,돈셰프흑돼지,돈셰프흑돼지,RES,126.3628779,33.47764102,5,5,5
a011544,a_a011544,6,협재해수욕장,협재해수욕장,TOU,126.2391575,33.39386608,5,5,5
a011544,a_a011544,7,금능해수욕장,금능해수욕장,TOU,126.2358899,33.39044882,5,5,5
a011544,a_a011544,10,오설록티뮤지엄,오설록티뮤지엄,TOU,126.2894893,33.30591329,3,4,4
a011544,a_a011544,11,새별오름,새별오름,TOU,126.3577307,33.36627759,5,5,5
a011544,a_a011544,12,금오름,금오름,TOU,126.3058389,33.35457233,5,5,5
a011544,a_a011544,13,제주광해 애월본점,제주광해 애월본점,RES,126.3904213,33.48774929,2,2,2
a011544,a_a011544,16,수월봉지질트레일,수월봉지질트레일,TOU,126.1633315,33.29480821,5,5,5
a011544,a_a011544,17,사계해변,사계해변,TOU,126.3085979,33.22865827,3,3,3
a011544,a_a011544,18,식과함께,식과함께,RES,126.3301463,33.24748293,3,3,3
a011544,a_a011544,19,용머리해안,용머리해안,TOU,126.3147366,33.23165676,5,5,5
a011544,a_a011544,20,도두봉공원,도두봉공원,TOU,126.4685558,33.50780151,5,5,5
a012195,a_a012195,8,서귀포매일올레시장,서귀포매일올레시장,TOU,126.5632316,33.25015006,4,4,4
a012195,a_a012195,9,숙성도 중문점,숙성도 중문점,RES,126.4075053,33.25833794,4,3,3
a012195,a_a012195,11,다정이네 올레시장본점,다정이네 올레시장본점,RES,126.5668409,33.24938368,4,4,4
,a_a012195,12,고집돌우럭 중문점,고집돌우럭 중문점,RES,126.4167048,33.25798111,5,5,5
a012195,a_a012195,13,황우지선녀탕,황우지선녀탕,TOU,126.54889,33.23946324,5,5,5
a012195,a_a012195,16,오드랑베이커리,오드랑베이커리,RES,126.671581,33.54213375,5,5,5
a012195,a_a012195,17,함덕해수욕장,함덕해수욕장,TOU,126.6692389,33.54306157,5,5,5
a012195,a_a012195,18,서귀포매일올레시장,서귀포매일올레시장,TOU,126.5632316,33.25015006,4,4,4
2210300010,a_a012195,19,기억나는집,기억나는집,RES,126.5621881,33.24507923,5,4,4
a012195,a_a012195,22,이호테우해수욕장,이호테우해수욕장,TOU,126.4526908,33.4973768,4,4,4
a012195,a_a012195,23,수복강녕,수복강녕,RES,126.499364,33.488414,4,4,4
a012195,a_a012195,24,금호정육점,금호정육점,RES,126.5318306,33.51455725,4,4,4
a012195,a_a012195,25,아베베베이커리,아베베베이커리,RES,126.5287906,33.51265509,5,4,4
a012195,a_a012195,26,캐니언파크 제주점,캐니언파크 제주점,TOU,126.4923679,33.4902374,4,4,4
a012195,a_a012195,27,간장을품은소라게,간장을품은소라게,RES,126.4025236,33.48342651,4,4,4
a012195,a_a012195,29,수목원길야시장,수목원길야시장,TOU,126.4878862,33.47014229,4,4,4
a012195,a_a012195,31,대춘해장국 노형점,대춘해장국 노형점,RES,126.484395,33.48761692,4,4,4
b000786,b_b000786,3,자매국수 본점,자매국수 본점,RES,126.5170077,33.51681563,5,4,5
b000786,b_b000786,5,함덕해수욕장,함덕해수욕장,TOU,126.6692389,33.54306157,4,3,4
b000786,b_b000786,9,천지연폭포,천지연폭포,TOU,126.5545223,33.24721232,4,3,3
b000786,b_b000786,10,협재해수욕장,협재해수욕장,TOU,126.2391575,33.39386608,5,5,5
b000786,b_b000786,11,노라바,노라바,RES,126.3763054,33.48279245,3,3,3
b000786,b_b000786,12,카페노티드 제주애월,카페노티드 제주애월,RES,126.3097228,33.46327185,4,4,4
b000786,b_b000786,14,숙성도 노형점,숙성도 노형점,RES,126.485028,33.48503198,5,5,5
b000786,b_b000786,17,9.81파크,9.81파크,TOU,126.366664,33.39028982,5,4,4
b000786,b_b000786,18,새별오름,새별오름,TOU,126.3577307,33.36627759,4,4,4
b000786,b_b000786,19,스타벅스 제주용담DT점,스타벅스 제주용담DT점,RES,126.4844801,33.51248673,3,3,3
b000836,b_b000836,5,듀포레,듀포레,RES,126.5001034,33.51852289,4,3,4
2208210001,b_b000836,15,카페서연의집,카페서연의집,RES,126.6555806,33.26940685,4,4,4
b000836,b_b000836,17,은희네해장국 노형점,은희네해장국 노형점,RES,126.4845986,33.48522674,3,4,4
b001930,b_b001930,2,제주반딧불한담 애월점,제주반딧불한담 애월점,RES,126.3101054,33.46331725,4,4,4
b001930,b_b001930,3,푸린,푸린,RES,126.3101002,33.46315314,4,4,4
b001930,b_b001930,5,랜디스도넛 제주애월점,랜디스도넛 제주애월점,RES,126.3114282,33.46117162,4,3,4
b001930,b_b001930,7,애월온기,애월온기,RES,126.3112322,33.46011568,4,4,4
b001930,b_b001930,8,한담해변,한담해변,TOU,126.3101829,33.46222496,4,5,5
b001930,b_b001930,11,랜디스도넛 제주애월점,랜디스도넛 제주애월점,RES,126.3114282,33.46117162,4,4,4
b001930,b_b001930,14,서귀포매일올레시장,서귀포매일올레시장,TOU,126.5632316,33.25015006,4,4,4
b001930,b_b001930,15,오는정김밥,오는정김밥,RES,126.5676211,33.24959557,4,5,5
2210030010,b_b001930,16,할머니떡집,할머니떡집,TOU,126.5641836,33.24859178,4,4,4
b001930,b_b001930,17,우정회센타,우정회센타,TOU,126.5632212,33.24965233,2,2,2
b001930,b_b001930,20,오는정김밥,오는정김밥,RES,126.5676211,33.24959557,4,4,4
b001930,b_b001930,24,하이제주,하이제주,TOU,126.562645,33.51262146,4,4,4
b007113,b_b007113,4,기용 거제점,기용 거제점,RES,126.387597,33.47473448,4,3,3
b010308,b_b010308,8,송정식당,송정식당,RES,126.5598728,33.24801578,3,3,3
c003960,c_c003960,7,산방산,산방산,TOU,126.3133696,33.2415643,5,5,5
c003960,c_c003960,12,미소가김밥,미소가김밥,RES,126.5397883,33.50920277,4,4,4
c004984,c_c004984,6,분청마루,분청마루,RES,126.5586449,33.23933432,1,5,5
c005613,c_c005613,4,아르떼뮤지엄 제주,아르떼뮤지엄 제주,TOU,126.3450106,33.39670048,4,3,3
c005613,c_c005613,5,송악산,송악산,TOU,126.2897914,33.19908294,4,4,4
c005613,c_c005613,13,제주동문재래시장,제주동문재래시장,TOU,126.5260174,33.51158514,3,3,3
c012404,c_c012404,2,누웨마루거리,누웨마루거리,TOU,126.490657,33.48601183,5,5,5
c012404,c_c012404,3,로당 연동점,로당 연동점,RES,126.4913984,33.48674427,5,5,5
d000002,d_d000002,5,무거버거,무거버거,RES,126.6550634,33.54898421,3,3,3
2208090011,d_d000002,10,쌍둥이횟집,쌍둥이횟집,RES,126.5629275,33.24656772,4,3,3
d000002,d_d000002,12,정방폭포,정방폭포,TOU,126.5716053,33.24499661,5,5,5
d000002,d_d000002,13,오가네전복설렁탕 서귀포본점,오가네전복설렁탕 서귀포본점,RES,126.5895128,33.26818924,3,3,3
d000002,d_d000002,14,쇠소깍,쇠소깍,TOU,126.6224051,33.25424607,3,3,3
d000002,d_d000002,18,중문색달통갈치,중문색달통갈치,RES,126.404554,33.25835991,3,2,3
d000002,d_d000002,20,제주제트 중문점,제주제트 중문점,TOU,126.4394519,33.23843034,5,5,5
d000002,d_d000002,21,협재해수욕장,협재해수욕장,TOU,126.2391575,33.39386608,4,4,4
d000002,d_d000002,23,애월삼육공,애월삼육공,RES,126.3716394,33.47798417,1,1,1
d000002,d_d000002,25,카페노티드 제주애월,카페노티드 제주애월,RES,126.3097228,33.46327185,3,3,3
2208120003,d_d000002,26,애월집,애월집,RES,126.375553,33.48209625,1,1,1
d000002,d_d000002,27,아르떼뮤지엄 제주,아르떼뮤지엄 제주,TOU,126.3450106,33.39670048,3,2,3
d000002,d_d000002,28,도두동무지개해안도로,도두동무지개해안도로,TOU,126.4713384,33.50911801,3,3,3
d000006,d_d000006,4,윈드카트1947,윈드카트1947,TOU,126.5875565,33.2890188,3,3,3
d000006,d_d000006,8,88버거,88버거,RES,126.5671249,33.24924401,5,5,5
d000006,d_d000006,10,서귀포매일올레시장,서귀포매일올레시장,TOU,126.5632316,33.25015006,4,4,4
d000006,d_d000006,14,이레 용담점,이레 용담점,RES,126.5024268,33.49998474,4,4,4
d000006,d_d000006,16,수목원테마파크,수목원테마파크,TOU,126.4882266,33.47060712,3,3,3
d000007,d_d000007,5,롯데리아 함덕점,롯데리아 함덕점,RES,126.6694995,33.54248885,3,2,2
d000007,d_d000007,6,갈치옥 함덕,갈치옥 함덕,RES,126.6694995,33.54248885,4,3,3
d000007,d_d000007,12,절물자연휴양림,절물자연휴양림,TOU,126.6280113,33.43915259,4,5,5
d000007,d_d000007,15,백록담,백록담,TOU,126.5333432,33.3624195,5,5,5
d000007,d_d000007,16,태선갈비,태선갈비,RES,126.5253416,33.50682937,4,3,4
d000010,d_d000010,4,GS25 제주조수점,GS25 제주조수점,TOU,126.2298861,33.33606375,4,4,3
d000010,d_d000010,6,아니따파스타,아니따파스타,RES,126.2963008,33.35884902,4,4,4
d000010,d_d000010,7,꿀봉,꿀봉,RES,126.2963305,33.35903401,3,2,2
d000010,d_d000010,8,협재해수욕장,협재해수욕장,TOU,126.2391575,33.39386608,5,5,5
d000010,d_d000010,11,환상숲곶자왈공원,환상숲곶자왈공원,TOU,126.2630279,33.32290672,5,5,5
d000010,d_d000010,12,문도지오름,문도지오름,TOU,126.2946137,33.32625021,4,4,4
2208260003,d_d000010,13,산방산초가집,산방산초가집,RES,126.3387027,33.24548025,5,5,5
d000010,d_d000010,14,보문사,보문사,TOU,126.3127147,33.23668384,4,4,4
d000010,d_d000010,16,금능해수욕장,금능해수욕장,TOU,126.2358899,33.39044882,5,5,5
d000010,d_d000010,18,월령선인장군락지,월령선인장군락지,TOU,126.2154316,33.37787925,5,5,5
d000010,d_d000010,20,꺼멍목장,꺼멍목장,RES,126.4553468,33.24284679,5,5,5
d000010,d_d000010,21,사우스쇼어,사우스쇼어,RES,126.4550159,33.24256944,5,5,5
d000012,d_d000012,3,조식,조식,RES,126.3331847,33.41052746,5,5,5
d000012,d_d000012,14,비양도,비양도,TOU,126.2273484,33.41027771,5,5,5
d000012,d_d000012,26,위드유,위드유,RES,126.4868549,33.47263364,5,5,5
d000014,d_d000014,5,중앙먹돌식당,중앙먹돌식당,RES,126.5388482,33.48859066,4,4,4
d000014,d_d000014,7,제주동문시장,제주동문시장,TOU,126.5283034,33.51278396,3,2,2
d000014,d_d000014,8,맥도날드 탑동점,맥도날드 탑동점,RES,126.5266612,33.51669691,4,4,4
d000014,d_d000014,11,액티브파크,액티브파크,TOU,126.2360832,33.38113118,4,4,4
d000014,d_d000014,13,액티브파크,액티브파크,TOU,126.2360832,33.38113118,5,5,5
d000014,d_d000014,16,브릭캠퍼스 제주,브릭캠퍼스 제주,TOU,126.48529,33.45854604,4,5,4
d000014,d_d000014,21,신화워터파크,신화워터파크,TOU,126.3153985,33.30607406,4,4,4
d000017,d_d000017,6,대포칼제비,대포칼제비,RES,126.4314573,33.25023057,5,5,5
d000017,d_d000017,8,그랜드조선제주 산책로,그랜드조선제주 산책로,TOU,126.4080501,33.2524795,5,5,5
d000017,d_d000017,10,루브리카,루브리카,RES,126.4080739,33.2526397,5,5,5
d000017,d_d000017,12,조선델리,조선델리,RES,126.4079849,33.25247067,5,5,5
d000017,d_d000017,13,중문색달해수욕장,중문색달해수욕장,TOU,126.4114987,33.24503815,5,5,5
2208220003,d_d000017,14,색달해녀의집,색달해녀의집,RES,126.4149239,33.24437268,5,5,5
2208220004,d_d000017,15,고집돌우럭 중문점,고집돌우럭 중문점,RES,126.4167048,33.25798111,5,5,5
d000017,d_d000017,19,항해진미,항해진미,RES,126.4163249,33.24327929,3,2,3
d000017,d_d000017,20,퍼시픽리솜 요트투어샹그릴라,퍼시픽리솜 요트투어샹그릴라,TOU,126.41633,33.24397897,5,5,5
d000017,d_d000017,21,아르떼뮤지엄 제주,아르떼뮤지엄 제주,TOU,126.3450106,33.39670048,5,5,5
d000018,d_d000018,4,빽다방 빵연구소 제주연동점,빽다방 빵연구소 제주연동점,RES,126.4869452,33.48378131,4,3,3
d000018,d_d000018,6,함덕해수욕장,함덕해수욕장,TOU,126.6692389,33.54306157,4,3,3
d000018,d_d000018,7,제주동문수산시장,제주동문수산시장,TOU,126.5254741,33.51253514,5,5,5
d000018,d_d000018,13,쉬젠,쉬젠,RES,126.5788365,33.5251592,4,3,3
d000018,d_d000018,19,제주등뼈가 노형본점,제주등뼈가 노형본점,RES,126.4829411,33.48386385,4,4,4
d000018,d_d000018,20,소인국테마파크,소인국테마파크,TOU,126.3225515,33.29056052,4,4,5
d000018,d_d000018,23,말렛,말렛,RES,126.4781772,33.48450745,5,4,4
d000018,d_d000018,25,스타벅스 제주시청점,스타벅스 제주시청점,RES,126.5295702,33.5004487,4,3,3
2208160005,d_d000018,28,돌카롱 제주공항점,돌카롱 제주공항점,RES,126.5136475,33.49851101,4,4,4
d000018,d_d000018,29,아르떼뮤지엄 제주,아르떼뮤지엄 제주,TOU,126.3450106,33.39670048,5,3,4
2208160007,d_d000018,30,아워홈 푸디움 제주국제공항점,아워홈 푸디움 제주국제공항점,RES,126.4935418,33.50706769,4,5,5
d000020,d_d000020,5,아르떼뮤지엄 제주,아르떼뮤지엄 제주,TOU,126.3450106,33.39670048,4,2,4
d000020,d_d000020,8,원앙폭포,원앙폭포,TOU,126.5813297,33.30017689,5,5,5
d000020,d_d000020,10,쇠소깍,쇠소깍,TOU,126.6224051,33.25424607,2,2,3
d000020,d_d000020,11,서귀포매일올레시장,서귀포매일올레시장,TOU,126.5632316,33.25015006,5,5,5
d000020,d_d000020,13,산양큰엉곶,산양큰엉곶,TOU,126.2506311,33.29092307,5,5,5
d000020,d_d000020,14,동선제면가,동선제면가,RES,126.6484585,33.27196919,4,4,4
d000020,d_d000020,15,베케,베케,RES,126.6049215,33.26191692,5,5,5
d000020,d_d000020,21,제주동문재래시장,제주동문재래시장,TOU,126.5260174,33.51158514,4,3,2
d000022,d_d000022,5,팔팔88국밥,팔팔88국밥,RES,126.5611739,33.25005716,5,5,5
d000022,d_d000022,6,말고기연구소,말고기연구소,RES,126.5203074,33.51553467,4,4,3
d000022,d_d000022,7,이호테우해수욕장,이호테우해수욕장,TOU,126.4526908,33.4973768,4,3,3
d000022,d_d000022,9,만배식당,만배식당,RES,126.4673291,33.50600208,5,5,5
d000022,d_d000022,10,빽다방 제주애월좋은마트점,빽다방 제주애월좋은마트점,RES,126.3658603,33.47099178,5,5,5
d000022,d_d000022,12,고래성,고래성,RES,126.304226,33.22827505,5,5,5
d000022,d_d000022,16,한림칼국수,한림칼국수,RES,126.2615064,33.41556709,5,5,5
d000022,d_d000022,18,대정오일시장,대정오일시장,TOU,126.2483554,33.22045762,3,3,3
d000022,d_d000022,20,소낭식당,소낭식당,RES,126.6412567,33.26584187,5,5,5
d000025,d_d000025,6,다올국수,다올국수,RES,126.5189125,33.50016164,4,4,4
d000025,d_d000025,7,함덕흑돼지연탄구이,함덕흑돼지연탄구이,RES,126.6669659,33.54169587,1,1,1
d000025,d_d000025,8,함덕해수욕장,함덕해수욕장,TOU,126.6692389,33.54306157,4,4,4
d000025,d_d000025,10,원더버거,원더버거,RES,126.6364633,33.5356163,5,5,5
d000025,d_d000025,11,제주레포츠랜드,제주레포츠랜드,TOU,126.6387551,33.4820682,4,4,4
d000025,d_d000025,20,협재해수욕장,협재해수욕장,TOU,126.2391575,33.39386608,5,4,4
d000025,d_d000025,21,카멜리아힐,카멜리아힐,TOU,126.3700095,33.28963443,5,4,4
d000025,d_d000025,22,제주제트 중문점,제주제트 중문점,TOU,126.4394519,33.23843034,5,5,5
d000025,d_d000025,23,도두봉,도두봉,TOU,126.4683501,33.50798635,5,4,4
d000025,d_d000025,24,중문색달해수욕장,중문색달해수욕장,TOU,126.4114987,33.24503815,5,4,5
d000025,d_d000025,25,제주동문재래시장,제주동문재래시장,TOU,126.5260174,33.51158514,5,5,4
d000029,d_d000029,4,우진해장국,우진해장국,RES,126.5200013,33.5115169,5,5,5
d000029,d_d000029,6,크래커스커피 한경점,크래커스커피 한경점,RES,126.2273208,33.33512999,5,4,4
d000029,d_d000029,7,돗통,돗통,RES,126.297798,33.24946476,4,3,3
d000029,d_d000029,8,중문색달해수욕장,중문색달해수욕장,TOU,126.4114987,33.24503815,5,5,5
d000030,d_d000030,3,인디언키친,인디언키친,RES,126.330987,33.45037673,4,4,4
d000030,d_d000030,5,협재해수욕장,협재해수욕장,TOU,126.2391575,33.39386608,3,3,2
d000030,d_d000030,7,사계해변,사계해변,TOU,126.3085979,33.22865827,5,4,4
d000030,d_d000030,8,서귀포매일올레시장,서귀포매일올레시장,TOU,126.5632316,33.25015006,2,1,1
d000030,d_d000030,14,옐로우돕,옐로우돕,RES,126.54029,33.50530074,5,5,5
d000030,d_d000030,16,블루모모,블루모모,RES,126.5322787,33.49767754,3,2,2
d000030,d_d000030,17,노형수퍼마켙,노형수퍼마켙,TOU,126.4553556,33.46482488,5,4,4
d000030,d_d000030,18,다윤이네,다윤이네,RES,126.5344804,33.49086257,2,2,2
d000033,d_d000033,2,한담해안산책로,한담해안산책로,TOU,126.3104683,33.45932345,4,4,4
d000033,d_d000033,3,샌드박스,샌드박스,RES,126.3640532,33.47802752,3,2,2
d000033,d_d000033,4,교동도나스 제주애월점,교동도나스 제주애월점,RES,126.3641846,33.47800656,4,4,4
d000033,d_d000033,5,돈셰프흑돼지,돈셰프흑돼지,RES,126.3628779,33.47764102,3,2,2
d000033,d_d000033,9,한담해안산책로,한담해안산책로,TOU,126.3104683,33.45932345,5,5,5
d000033,d_d000033,10,이순신김밥,이순신김밥,RES,126.3558459,33.47810775,5,5,5
d000033,d_d000033,11,토토네,토토네,RES,126.4106429,33.48941947,5,5,5
d000033,d_d000033,12,하귀바다,하귀바다,TOU,126.4158337,33.4793509,5,5,5
d000033,d_d000033,14,하가리연꽃마을,하가리연꽃마을,TOU,126.3482905,33.45491191,4,2,2
d000033,d_d000033,15,아르떼뮤지엄 제주,아르떼뮤지엄 제주,TOU,126.3450106,33.39670048,4,3,4
d000033,d_d000033,16,다정이네김밥 서귀포신시가지점,다정이네김밥 서귀포신시가지점,RES,126.5001368,33.23637633,3,2,2
d000033,d_d000033,17,서귀포매일올레시장,서귀포매일올레시장,TOU,126.5632316,33.25015006,4,4,4
d000033,d_d000033,20,황우지선녀탕,황우지선녀탕,TOU,126.54889,33.23946324,5,5,5
d000033,d_d000033,21,통큰낙지 서귀포점,통큰낙지 서귀포점,RES,126.5644572,33.2470816,4,3,3
d000033,d_d000033,22,이중섭거리,이중섭거리,TOU,126.5640039,33.24761378,4,3,3
d000033,d_d000033,24,유동커피,유동커피,RES,126.5638003,33.24452588,5,5,5
d000033,d_d000033,29,함덕해수욕장,함덕해수욕장,TOU,126.6692389,33.54306157,5,5,5
d000033,d_d000033,30,오드랑베이커리,오드랑베이커리,RES,126.671581,33.54213375,3,3,3
d000033,d_d000033,31,탐라가든,탐라가든,RES,126.5202909,33.50780166,5,5,5
d000035,d_d000035,3,제주김만복김밥 서귀포점,제주김만복김밥 서귀포점,RES,126.5058286,33.23941863,5,5,5
d000035,d_d000035,4,형제섬,형제섬,TOU,126.3143391,33.21000128,5,4,5
2208050005,d_d000035,5,뽈살집 제주본점,뽈살집 제주본점,RES,126.5628473,33.25082854,5,5,5
d000035,d_d000035,8,아방국수,아방국수,RES,126.5641844,33.2484367,5,5,5
d000036,d_d000036,7,돈이랑 본점,돈이랑 본점,RES,126.4091086,33.25771083,5,5,5
d000036,d_d000036,8,천제연폭포,천제연폭포,TOU,126.4183754,33.25267658,4,4,4
d000036,d_d000036,9,테디베어뮤지엄 제주점,테디베어뮤지엄 제주점,TOU,126.4121631,33.25029595,4,4,4
d000036,d_d000036,10,서귀포매일올레시장,서귀포매일올레시장,TOU,126.5632316,33.25015006,4,3,3
2208080008,d_d000036,12,쌍둥이횟집,쌍둥이횟집,RES,126.5629275,33.24656772,4,3,4
d000039,d_d000039,6,화로위,화로위,RES,126.6699986,33.54120541,4,4,4
d000039,d_d000039,7,델문도,델문도,RES,126.668724,33.54370934,5,5,5
d000039,d_d000039,9,9.81파크,9.81파크,TOU,126.366664,33.39028982,5,5,5
d000039,d_d000039,12,매우릉쭈구미,매우릉쭈구미,RES,126.6678213,33.5403599,5,5,5
d000039,d_d000039,13,함덕해수욕장,함덕해수욕장,TOU,126.6692389,33.54306157,5,5,5
d000039,d_d000039,16,놀빛바다호,놀빛바다호,TOU,126.1645103,33.30787394,5,5,5
d000039,d_d000039,18,쉘브르,쉘브르,RES,126.1988721,33.36541451,3,2,2
d000039,d_d000039,20,마루나키친,마루나키친,RES,126.195786,33.36194147,3,2,2
d000039,d_d000039,22,제주항공우주박물관,제주항공우주박물관,TOU,126.2996871,33.3042428,4,2,3
d000039,d_d000039,23,산방산,산방산,TOU,126.3133696,33.2415643,5,5,5
d000039,d_d000039,24,이모션오르골카페,이모션오르골카페,TOU,126.4154798,33.24983462,5,5,5
d000039,d_d000039,26,론푸드차이나,론푸드차이나,RES,126.4270039,33.2512488,5,5,5
d000039,d_d000039,27,카페1950,카페1950,RES,126.4141058,33.25022757,5,5,5
d000039,d_d000039,28,탄광맥주,탄광맥주,RES,126.4214046,33.25286022,5,5,5
d000039,d_d000039,30,맛존디 본점,맛존디 본점,RES,126.5268499,33.24498228,3,2,2
d000039,d_d000039,36,리틀보라카이,리틀보라카이,RES,126.4139578,33.25857769,5,5,5
d000039,d_d000039,38,미깡창고,미깡창고,RES,126.4451277,33.46028057,5,4,4
2208160004,d_d000039,39,착한집,착한집,RES,126.5070006,33.49996155,5,4,4
d000040,d_d000040,5,황가네뚝배기,황가네뚝배기,RES,126.4957863,33.49156228,5,5,5
d000040,d_d000040,8,장원삼계탕,장원삼계탕,RES,126.6393931,33.53786081,5,5,5
d000040,d_d000040,11,곽지해수욕장,곽지해수욕장,TOU,126.3046732,33.45065751,5,5,5
d000040,d_d000040,12,협재해수욕장,협재해수욕장,TOU,126.2391575,33.39386608,5,5,5
d000040,d_d000040,14,신스버거,신스버거,RES,126.2165782,33.37465159,5,4,4
d000040,d_d000040,15,알뜨르비행장,알뜨르비행장,TOU,126.2715273,33.20471618,5,5,5
d000040,d_d000040,17,제주곶자왈도립공원,제주곶자왈도립공원,TOU,126.2736585,33.28318696,5,5,5
d000040,d_d000040,18,명리동식당 본점,명리동식당 본점,RES,126.2704177,33.31659225,5,5,5
